,did_activity,did_interaction,is_AM,is_adult,color,on_ground
2893,True,False,1,1.0,1.0,1.0
2894,True,False,0,1.0,2.0,1.0
2895,True,True,1,1.0,1.0,0.0
2896,True,False,0,1.0,2.0,1.0
2897,True,True,1,1.0,1.0,1.0
2898,True,False,1,1.0,1.0,1.0
2899,True,True,1,1.0,2.0,1.0
2900,True,True,0,1.0,1.0,1.0
2901,True,False,0,1.0,1.0,1.0
2902,True,False,0,1.0,1.0,0.0
2903,True,True,0,1.0,1.0,1.0
2904,True,False,1,1.0,1.0,1.0
2905,True,False,1,1.0,1.0,1.0
2906,True,False,1,1.0,1.0,1.0
2907,True,False,1,1.0,1.0,0.0
2908,True,True,0,1.0,0.0,1.0
2910,True,False,1,1.0,1.0,0.0
2911,True,False,0,1.0,2.0,0.0
2912,True,False,0,1.0,2.0,0.0
2913,True,False,1,1.0,1.0,0.0
2914,True,False,0,1.0,2.0,1.0
2915,True,False,0,1.0,1.0,0.0
2916,True,False,1,1.0,1.0,0.0
2918,True,False,1,0.0,2.0,1.0
2919,True,False,0,0.0,1.0,1.0
2920,True,False,1,1.0,1.0,1.0
2921,True,True,1,1.0,1.0,1.0
2922,True,True,1,1.0,1.0,1.0
2923,True,True,0,1.0,1.0,1.0
2924,True,True,1,1.0,1.0,1.0
2925,True,False,1,1.0,1.0,1.0
2926,True,True,0,0.0,2.0,0.0
2927,True,True,1,1.0,1.0,1.0
2928,True,True,0,1.0,1.0,1.0
2929,True,False,0,1.0,1.0,1.0
2931,True,True,1,1.0,1.0,1.0
2932,True,True,1,1.0,1.0,0.0
2933,True,True,0,1.0,1.0,1.0
2934,True,True,0,0.0,1.0,1.0
2935,True,True,0,1.0,1.0,1.0
2936,True,False,1,1.0,1.0,1.0
2937,True,True,1,1.0,2.0,1.0
2938,True,False,0,1.0,1.0,1.0
2939,True,False,1,1.0,1.0,0.0
2940,True,False,1,0.0,2.0,1.0
2942,True,False,0,1.0,2.0,1.0
2943,True,False,1,1.0,1.0,0.0
2944,True,False,0,1.0,1.0,0.0
2945,True,False,0,1.0,2.0,1.0
2946,True,True,0,1.0,1.0,1.0
2947,True,True,1,1.0,1.0,1.0
2948,True,False,1,1.0,1.0,1.0
2949,True,False,0,1.0,1.0,0.0
2951,True,False,0,1.0,2.0,1.0
2952,True,False,0,1.0,1.0,1.0
2954,True,False,1,1.0,2.0,1.0
2955,True,False,0,1.0,1.0,0.0
2956,True,True,0,1.0,1.0,1.0
2957,True,False,0,1.0,1.0,1.0
2958,True,False,0,1.0,1.0,1.0
2959,True,True,0,1.0,1.0,0.0
2960,True,True,0,1.0,1.0,1.0
2961,True,False,1,1.0,1.0,1.0
2962,True,True,1,1.0,1.0,1.0
2963,True,False,1,1.0,1.0,1.0
2964,True,True,0,1.0,2.0,0.0
2965,True,True,1,1.0,1.0,1.0
2966,True,False,1,1.0,1.0,1.0
2967,True,True,1,1.0,1.0,1.0
2968,True,True,1,1.0,1.0,1.0
2969,False,False,0,1.0,1.0,1.0
2970,False,True,0,1.0,2.0,1.0
2971,True,False,1,1.0,1.0,1.0
2972,True,False,0,1.0,1.0,0.0
2973,True,True,1,1.0,0.0,1.0
2974,False,True,1,1.0,0.0,1.0
2975,True,True,1,1.0,2.0,1.0
2976,True,False,1,1.0,1.0,1.0
2977,True,False,0,1.0,1.0,1.0
2978,False,False,1,1.0,1.0,0.0
2979,True,True,0,1.0,1.0,1.0
2981,True,False,0,0.0,1.0,1.0
2982,True,True,0,1.0,1.0,1.0
2983,True,False,1,1.0,1.0,1.0
2984,True,True,0,1.0,0.0,1.0
2985,True,False,0,1.0,2.0,1.0
2986,True,False,0,1.0,1.0,1.0
2987,True,True,1,1.0,1.0,0.0
2988,True,True,0,0.0,2.0,1.0
2989,True,False,1,1.0,1.0,0.0
2990,True,True,1,1.0,1.0,1.0
2991,True,True,0,0.0,2.0,1.0
2992,True,False,1,1.0,1.0,1.0
2993,True,False,1,1.0,1.0,1.0
2995,True,False,0,1.0,1.0,1.0
2996,True,True,0,1.0,1.0,1.0
2997,True,True,1,1.0,2.0,1.0
2998,True,True,1,1.0,0.0,1.0
2999,True,True,1,1.0,1.0,1.0
3000,True,False,0,1.0,1.0,1.0
3001,True,False,0,1.0,1.0,1.0
3002,True,False,0,1.0,2.0,1.0
3003,True,True,0,0.0,2.0,1.0
3004,True,True,0,1.0,1.0,1.0
3005,True,False,1,1.0,1.0,1.0
3006,True,False,1,1.0,1.0,1.0
3007,True,True,0,1.0,1.0,0.0
3009,True,True,0,1.0,1.0,1.0
3010,False,True,0,1.0,1.0,0.0
3011,True,True,0,1.0,1.0,1.0
3012,True,False,1,1.0,1.0,0.0
3014,True,True,1,1.0,1.0,1.0
3015,True,True,0,0.0,1.0,1.0
3016,True,True,1,1.0,1.0,0.0
3017,True,True,0,0.0,2.0,1.0
3018,True,True,1,1.0,1.0,1.0
3019,True,False,0,1.0,1.0,1.0
3020,True,False,0,1.0,1.0,1.0
3022,True,True,0,1.0,2.0,1.0
